EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1618272487.662651,2358529.000,26627,1,TL,1,100,2021-04-12_17-08-02-423654
1618272487.682258,2358548.000,26629,1,TL,1,100,2021-04-12_17-08-07-670094
1618272492.972851,2363675.000,27547,1,TL,1,100,2021-04-12_17-08-07-743074
1618272492.994521,2363696.000,27549,1,TL,1,100,2021-04-12_17-08-12-991139
1618272498.233520,2368773.000,28451,1,TL,1,100,2021-04-12_17-08-13-060772
1618272498.260349,2368799.000,28453,1,TL,1,100,2021-04-12_17-08-18-241459
1618272503.565389,2373940.000,29372,1,TL,1,100,2021-04-12_17-08-18-413849
1618272503.587059,2373961.000,29374,1,TL,1,100,2021-04-12_17-08-23-573466
1618272508.876621,2379087.000,30292,1,TL,1,100,2021-04-12_17-08-23-740454
1618272508.894164,2379104.000,30294,1,TL,1,100,2021-04-12_17-08-28-885846
1618272514.200236,2384246.000,31213,1,TL,1,100,2021-04-12_17-08-28-971400
1618272514.217778,2384263.000,31215,1,TL,1,100,2021-04-12_17-08-34-204762
1618272519.467095,2389350.000,32116,1,TL,1,100,2021-04-12_17-08-34-291154
1618272519.485670,2389368.000,32118,1,TL,1,100,2021-04-12_17-08-39-476876
1618272524.779359,2394498.000,33038,1,TL,1,100,2021-04-12_17-08-39-612361
1618272524.840242,2394557.000,33040,1,TL,1,100,2021-04-12_17-08-44-838700
1618272530.096782,2399651.000,33941,1,TL,1,100,2021-04-12_17-08-44-936039
1618272530.155601,2399708.000,33943,1,TL,1,100,2021-04-12_17-08-50-155148
1618272535.400790,2404791.000,34844,1,TL,1,100,2021-04-12_17-08-50-260601
1618272535.418333,2404808.000,34846,1,TL,1,100,2021-04-12_17-08-55-408027
1618272540.691384,2409918.000,35747,1,TL,1,100,2021-04-12_17-08-55-586912
1618272540.716150,2409942.000,35749,1,TL,1,100,2021-04-12_17-09-00-706598
1618272545.998488,2415061.000,36652,1,TL,1,100,2021-04-12_17-09-00-833523
1618272546.046988,2415108.000,36654,1,TL,1,100,2021-04-12_17-09-06-037115
1618272551.282890,2420182.000,37557,1,TL,1,100,2021-04-12_17-09-06-138484
1618272551.303529,2420202.000,37559,1,TL,1,100,2021-04-12_17-09-11-286572
