EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1618271616.167640,1513982.000,8334,1,EL,1,100,0.497875
1618271616.233682,1514046.000,8353,2,EL,1,100,0.498036
1618271616.299725,1514110.000,8353,2,EL,1,100,0.498036
1618271616.367831,1514176.000,8371,1,EL,1,100,0.497271
1618271616.434389,1514240.500,8390,2,EL,1,100,0.497956
1618271616.500947,1514305.000,8390,2,EL,1,100,0.498238
1618271616.567505,1514369.500,8407,2,EL,1,100,0.497754
1618271616.634063,1514434.000,8407,2,EL,1,100,0.498520
1618271616.699073,1514497.000,8424,1,EL,1,100,0.498157
1618271616.765115,1514561.000,8443,2,EL,1,100,0.498318
1618271616.831157,1514625.000,8443,2,EL,1,100,0.497794
1618271616.899263,1514691.000,8462,1,EL,1,100,0.497875
1618271616.965305,1514755.000,8479,2,EL,1,100,0.498157
1618271617.031348,1514819.000,8479,2,EL,1,100,0.497754
1618271617.098422,1514884.000,8497,1,EL,1,100,0.498318
1618271617.165496,1514949.000,8514,2,EL,1,100,0.497875
1618271617.232570,1515014.000,8514,2,EL,1,100,0.497714
1618271617.299128,1515078.500,8533,2,EL,1,100,0.497835
1618271617.365686,1515143.000,8533,2,EL,1,100,0.497794
1618271617.433792,1515209.000,8551,1,EL,1,100,0.496989
1618271617.500866,1515274.000,8569,2,EL,1,100,0.497230
1618271617.567940,1515339.000,8569,2,EL,1,100,0.497351
1618271617.632950,1515402.000,8586,1,EL,1,100,0.497190
1618271617.699508,1515466.500,8605,2,EL,1,100,0.496424
1618271617.766066,1515531.000,8605,2,EL,1,100,0.496747
1618271617.832108,1515595.000,8623,2,EL,1,100,0.496868
1618271617.898150,1515659.000,8623,2,EL,1,100,0.496545
1618271617.964193,1515723.000,8642,1,EL,1,100,0.496666
1618271618.031267,1515788.000,8659,2,EL,1,100,0.497150
1618271618.098341,1515853.000,8659,2,EL,1,100,0.496344
1618271618.164383,1515917.000,8676,1,EL,1,100,0.496787
1618271618.229909,1515980.500,8694,2,EL,1,100,0.495739
1618271618.295435,1516044.000,8694,2,EL,1,100,0.496344
1618271618.361993,1516108.500,8713,2,EL,1,100,0.496868
1618271618.428551,1516173.000,8713,2,EL,1,100,0.496263
1618271618.495625,1516238.000,8731,1,EL,1,100,0.495981
1618271618.562699,1516303.000,8749,2,EL,1,100,0.496304
1618271618.629773,1516368.000,8749,2,EL,1,100,0.495901
1618271618.695816,1516432.000,8765,1,EL,1,100,0.496424
1618271618.762890,1516497.000,8785,2,EL,1,100,0.496263
1618271618.829964,1516562.000,8785,2,EL,1,100,0.496142
1618271618.897038,1516627.000,8803,1,EL,1,100,0.496424
1618271618.963080,1516691.000,8822,2,EL,1,100,0.495981
1618271619.029122,1516755.000,8822,2,EL,1,100,0.495901
1618271619.094132,1516818.000,8839,1,EL,1,100,0.496586
1618271619.160690,1516882.500,8856,2,EL,1,100,0.496505
1618271619.227248,1516947.000,8856,2,EL,1,100,0.496102
1618271619.293806,1517011.500,8874,2,EL,1,100,0.496304
1618271619.360364,1517076.000,8874,2,EL,1,100,0.495820
1618271619.427438,1517141.000,8893,1,EL,1,100,0.495659
1618271619.493824,1517205.333,8915,3,EL,1,100,0.495941
1618271619.560211,1517269.667,8915,3,EL,1,100,0.496706
1618271619.626597,1517334.000,8915,3,EL,1,100,0.497190
1618271619.694703,1517400.000,8935,1,EL,1,100,0.496424
1618271619.761261,1517464.500,8952,2,EL,1,100,0.495941
1618271619.827819,1517529.000,8952,2,EL,1,100,0.496263
1618271619.892829,1517592.000,8970,1,EL,1,100,0.496586
1618271619.959387,1517656.500,8987,2,EL,1,100,0.496384
1618271620.025945,1517721.000,8987,2,EL,1,100,0.496666
1618271620.094051,1517787.000,9006,1,EL,1,100,0.497109
1618271620.159577,1517850.500,9024,2,EL,1,100,0.496424
1618271620.225104,1517914.000,9024,2,EL,1,100,0.495901
1618271620.292178,1517979.000,9042,2,EL,1,100,0.496948
1618271620.359251,1518044.000,9042,2,EL,1,100,0.495901
1618271620.425294,1518108.000,9058,1,EL,1,100,0.496424
1618271620.490820,1518171.500,9077,2,EL,1,100,0.496505
1618271620.556346,1518235.000,9077,2,EL,1,100,0.496989
1618271620.623420,1518300.000,9095,1,EL,1,100,0.496706
1618271620.690494,1518365.000,9115,2,EL,1,100,0.496304
1618271620.757568,1518430.000,9115,2,EL,1,100,0.496384
1618271620.823610,1518494.000,9132,1,EL,1,100,0.497150
1618271620.890684,1518559.000,9149,2,EL,1,100,0.496666
1618271620.957758,1518624.000,9149,2,EL,1,100,0.496586
1618271621.024832,1518689.000,9167,2,EL,1,100,0.496344
1618271621.091907,1518754.000,9167,2,EL,1,100,0.496384
1618271621.158981,1518819.000,9186,1,EL,1,100,0.496384
1618271621.225023,1518883.000,9203,2,EL,1,100,0.496424
1618271621.291065,1518947.000,9203,2,EL,1,100,0.496424
1618271621.358139,1519012.000,9221,1,EL,1,100,0.496747
1618271621.424697,1519076.500,9238,2,EL,1,100,0.495860
1618271621.491255,1519141.000,9238,2,EL,1,100,0.496384
1618271621.558329,1519206.000,9257,1,EL,1,100,0.496142
1618271621.625403,1519271.000,9275,2,EL,1,100,0.496626
1618271621.692477,1519336.000,9275,2,EL,1,100,0.496908
1618271621.758519,1519400.000,9294,2,EL,1,100,0.497271
1618271621.824561,1519464.000,9294,2,EL,1,100,0.496868
1618271621.890604,1519528.000,9310,1,EL,1,100,0.496747
1618271621.958194,1519593.500,9329,2,EL,1,100,0.497109
1618271622.025784,1519659.000,9329,2,EL,1,100,0.496142
1618271622.091825,1519723.000,9347,1,EL,1,100,0.495820
1618271622.158384,1519787.500,9366,2,EL,1,100,0.497391
1618271622.224942,1519852.000,9366,2,EL,1,100,0.497472
1618271622.289952,1519915.000,9381,1,EL,1,100,0.496948
1618271622.356510,1519979.500,9400,2,EL,1,100,0.497069
1618271622.423068,1520044.000,9400,2,EL,1,100,0.497190
1618271622.490142,1520109.000,9418,2,EL,1,100,0.497472
1618271622.557216,1520174.000,9418,2,EL,1,100,0.496666
1618271622.624290,1520239.000,9437,1,EL,1,100,0.497230
1618271622.690332,1520303.000,9454,2,EL,1,100,0.495901
1618271622.756374,1520367.000,9454,2,EL,1,100,0.497593
1618271622.823448,1520432.000,9472,1,EL,1,100,0.497351
1618271622.890522,1520497.000,9490,2,EL,1,100,0.497271
1618271622.957597,1520562.000,9490,2,EL,1,100,0.496989
1618271623.025702,1520628.000,9509,1,EL,1,100,0.497432
1618271623.092261,1520692.500,9527,2,EL,1,100,0.497432
1618271623.158819,1520757.000,9527,2,EL,1,100,0.496827
1618271623.224861,1520821.000,9545,1,EL,1,100,0.496908
1618271623.291419,1520885.500,9561,2,EL,1,100,0.497553
1618271623.357977,1520950.000,9561,2,EL,1,100,0.496868
1618271623.423503,1521013.500,9580,2,EL,1,100,0.497472
1618271623.489029,1521077.000,9580,2,EL,1,100,0.497512
1618271623.557135,1521143.000,9598,1,EL,1,100,0.496465
1618271623.623177,1521207.000,9616,2,EL,1,100,0.496545
1618271623.689219,1521271.000,9616,2,EL,1,100,0.497029
1618271623.755262,1521335.000,9633,1,EL,1,100,0.496304
1618271623.822336,1521400.000,9652,2,EL,1,100,0.496827
1618271623.889410,1521465.000,9652,2,EL,1,100,0.497512
1618271623.956484,1521530.000,9670,1,EL,1,100,0.496304
1618271624.023042,1521594.500,9689,2,EL,1,100,0.497271
1618271624.089600,1521659.000,9689,2,EL,1,100,0.497271
1618271624.156158,1521723.500,9706,2,EL,1,100,0.496465
1618271624.222716,1521788.000,9706,2,EL,1,100,0.496666
1618271624.288758,1521852.000,9724,1,EL,1,100,0.497029
1618271624.354800,1521916.000,9741,2,EL,1,100,0.496263
1618271624.420842,1521980.000,9741,2,EL,1,100,0.497311
1618271624.486885,1522044.000,9760,2,EL,1,100,0.496948
1618271624.552927,1522108.000,9760,2,EL,1,100,0.496747
1618271624.620001,1522173.000,9778,1,EL,1,100,0.496747
1618271624.687075,1522238.000,9796,2,EL,1,100,0.496263
1618271624.754149,1522303.000,9796,2,EL,1,100,0.496183
1618271624.821223,1522368.000,9818,1,EL,1,100,0.496787
1618271624.887265,1522432.000,9837,2,EL,1,100,0.496263
1618271624.953307,1522496.000,9837,2,EL,1,100,0.496384
1618271625.019349,1522560.000,9855,1,EL,1,100,0.496747
1618271625.086423,1522625.000,9874,2,EL,1,100,0.496021
1618271625.153497,1522690.000,9874,2,EL,1,100,0.496868
1618271625.219539,1522754.000,9891,1,EL,1,100,0.496142
1618271625.286098,1522818.500,9908,2,EL,1,100,0.497230
1618271625.352656,1522883.000,9908,2,EL,1,100,0.496747
1618271625.419730,1522948.000,9926,2,EL,1,100,0.496465
1618271625.486804,1523013.000,9926,2,EL,1,100,0.496626
1618271625.553878,1523078.000,9945,1,EL,1,100,0.497311
1618271625.619404,1523141.500,9962,2,EL,1,100,0.496344
1618271625.684930,1523205.000,9962,2,EL,1,100,0.496263
1618271625.750972,1523269.000,9981,1,EL,1,100,0.496948
1618271625.817530,1523333.500,9998,2,EL,1,100,0.496384
1618271625.884088,1523398.000,9998,2,EL,1,100,0.496424
1618271625.950130,1523462.000,10017,1,EL,1,100,0.496989
1618271626.016689,1523526.500,10035,2,EL,1,100,0.495981
1618271626.083247,1523591.000,10035,2,EL,1,100,0.496626
1618271626.149805,1523655.500,10053,2,EL,1,100,0.496586
1618271626.216363,1523720.000,10053,2,EL,1,100,0.496304
1618271626.281373,1523783.000,10069,1,EL,1,100,0.496304
1618271626.348963,1523848.500,10088,2,EL,1,100,0.497271
1618271626.416553,1523914.000,10088,2,EL,1,100,0.496747
1618271626.483627,1523979.000,10106,1,EL,1,100,0.496505
1618271626.549669,1524043.000,10125,2,EL,1,100,0.496827
1618271626.615711,1524107.000,10125,2,EL,1,100,0.496304
1618271626.681753,1524171.000,10142,1,EL,1,100,0.496304
1618271626.748312,1524235.500,10160,2,EL,1,100,0.496021
1618271626.814870,1524300.000,10160,2,EL,1,100,0.495780
1618271626.881428,1524364.500,10178,2,EL,1,100,0.496465
1618271626.947986,1524429.000,10178,2,EL,1,100,0.496787
1618271627.015060,1524494.000,10197,1,EL,1,100,0.496062
1618271627.081618,1524558.500,10214,2,EL,1,100,0.496021
1618271627.148176,1524623.000,10214,2,EL,1,100,0.496384
1618271627.213186,1524686.000,10231,1,EL,1,100,0.496787
1618271627.279744,1524750.500,10249,2,EL,1,100,0.496304
1618271627.346302,1524815.000,10249,2,EL,1,100,0.495296
1618271627.413376,1524880.000,10268,1,EL,1,100,0.495820
1618271627.479934,1524944.500,10286,2,EL,1,100,0.496465
1618271627.546493,1525009.000,10286,2,EL,1,100,0.495256
1618271627.613051,1525073.500,10304,2,EL,1,100,0.496102
1618271627.679609,1525138.000,10304,2,EL,1,100,0.496263
1618271627.745651,1525202.000,10321,1,EL,1,100,0.495095
1618271627.811177,1525265.500,10340,2,EL,1,100,0.494934
1618271627.876703,1525329.000,10340,2,EL,1,100,0.495578
1618271627.943777,1525394.000,10358,1,EL,1,100,0.495619
1618271628.011367,1525459.500,10376,2,EL,1,100,0.495941
1618271628.078957,1525525.000,10376,2,EL,1,100,0.495377
1618271628.143967,1525588.000,10393,1,EL,1,100,0.495417
1618271628.210526,1525652.500,10411,2,EL,1,100,0.494692
1618271628.277084,1525717.000,10411,2,EL,1,100,0.495780
1618271628.344158,1525782.000,10429,2,EL,1,100,0.494490
1618271628.411232,1525847.000,10429,2,EL,1,100,0.494329
1618271628.478306,1525912.000,10448,1,EL,1,100,0.493523
1618271628.545896,1525977.500,10465,2,EL,1,100,0.493765
1618271628.613486,1526043.000,10465,2,EL,1,100,0.494128
1618271628.679528,1526107.000,10482,1,EL,1,100,0.493161
1618271628.745054,1526170.500,10501,2,EL,1,100,0.493161
1618271628.810580,1526234.000,10501,2,EL,1,100,0.493564
1618271628.877138,1526298.500,10520,2,EL,1,100,0.491831
1618271628.943696,1526363.000,10520,2,EL,1,100,0.491630
1618271629.010770,1526428.000,10538,1,EL,1,100,0.492476
1618271629.076813,1526492.000,10556,2,EL,1,100,0.490300
1618271629.142855,1526556.000,10556,2,EL,1,100,0.491710
1618271629.209929,1526621.000,10572,1,EL,1,100,0.490945
1618271629.276487,1526685.500,10591,2,EL,1,100,0.490582
1618271629.343045,1526750.000,10591,2,EL,1,100,0.491025
1618271629.409087,1526814.000,10609,2,EL,1,100,0.489857
1618271629.475129,1526878.000,10609,2,EL,1,100,0.489937
1618271629.541171,1526942.000,10628,1,EL,1,100,0.490380
1618271629.608761,1527007.500,10645,2,EL,1,100,0.489373
1618271629.676351,1527073.000,10645,2,EL,1,100,0.489252
1618271629.742393,1527137.000,10663,1,EL,1,100,0.489736
1618271629.808951,1527201.500,10681,2,EL,1,100,0.488688
1618271629.875510,1527266.000,10681,2,EL,1,100,0.488205
1618271629.943615,1527332.000,10700,1,EL,1,100,0.489252
1618271630.009314,1527395.667,10724,3,EL,1,100,0.488205
1618271630.075012,1527459.333,10724,3,EL,1,100,0.488688
1618271630.140710,1527523.000,10724,3,EL,1,100,0.489091
1618271630.208300,1527588.500,10742,2,EL,1,100,0.487842
1618271630.275890,1527654.000,10742,2,EL,1,100,0.488648
1618271630.342964,1527719.000,10761,1,EL,1,100,0.488567
1618271630.409006,1527783.000,10778,2,EL,1,100,0.487681
1618271630.475048,1527847.000,10778,2,EL,1,100,0.487963
1618271630.542122,1527912.000,10796,1,EL,1,100,0.488890
1618271630.608164,1527976.000,10813,2,EL,1,100,0.488688
1618271630.674206,1528040.000,10813,2,EL,1,100,0.488406
1618271630.742312,1528106.000,10833,1,EL,1,100,0.488285
1618271630.809386,1528171.000,10851,2,EL,1,100,0.488446
1618271630.876460,1528236.000,10851,2,EL,1,100,0.488728
1618271630.942502,1528300.000,10869,2,EL,1,100,0.488084
1618271631.008545,1528364.000,10869,2,EL,1,100,0.488366
1618271631.073555,1528427.000,10885,1,EL,1,100,0.489373
1618271631.139597,1528491.000,10904,2,EL,1,100,0.488728
1618271631.205639,1528555.000,10904,2,EL,1,100,0.488769
1618271631.272713,1528620.000,10922,1,EL,1,100,0.488567
1618271631.339271,1528684.500,10940,2,EL,1,100,0.488567
1618271631.405829,1528749.000,10940,2,EL,1,100,0.489212
1618271631.472903,1528814.000,10958,2,EL,1,100,0.488930
1618271631.539977,1528879.000,10958,2,EL,1,100,0.489051
1618271631.606019,1528943.000,10975,1,EL,1,100,0.489172
1618271631.672062,1529007.000,10993,2,EL,1,100,0.488890
1618271631.738104,1529071.000,10993,2,EL,1,100,0.488567
1618271631.805178,1529136.000,11013,1,EL,1,100,0.488567
1618271631.872768,1529201.500,11030,2,EL,1,100,0.489091
1618271631.940358,1529267.000,11030,2,EL,1,100,0.489172
1618271632.005368,1529330.000,11048,1,EL,1,100,0.488487
1618271632.072442,1529395.000,11065,2,EL,1,100,0.488849
1618271632.139516,1529460.000,11065,2,EL,1,100,0.488890
1618271632.207622,1529526.000,11084,1,EL,1,100,0.489212
1618271632.274180,1529590.500,11102,2,EL,1,100,0.488648
1618271632.340738,1529655.000,11102,2,EL,1,100,0.488567
1618271632.407812,1529720.000,11120,2,EL,1,100,0.488930
1618271632.474886,1529785.000,11120,2,EL,1,100,0.488326
1618271632.540928,1529849.000,11136,1,EL,1,100,0.488124
1618271632.606971,1529913.000,11155,2,EL,1,100,0.488164
1618271632.673013,1529977.000,11155,2,EL,1,100,0.488366
1618271632.740087,1530042.000,11174,1,EL,1,100,0.488567
1618271632.806645,1530106.500,11192,2,EL,1,100,0.488648
1618271632.873203,1530171.000,11192,2,EL,1,100,0.488043
1618271632.938213,1530234.000,11209,1,EL,1,100,0.488769
1618271633.005287,1530299.000,11227,2,EL,1,100,0.489131
1618271633.072361,1530364.000,11227,2,EL,1,100,0.487842
1618271633.138403,1530428.000,11245,2,EL,1,100,0.487882
1618271633.204445,1530492.000,11245,2,EL,1,100,0.488648
1618271633.270488,1530556.000,11264,1,EL,1,100,0.488688
1618271633.337046,1530620.500,11281,2,EL,1,100,0.488567
1618271633.403604,1530685.000,11281,2,EL,1,100,0.488608
1618271633.468614,1530748.000,11298,1,EL,1,100,0.488849
1618271633.535172,1530812.500,11316,2,EL,1,100,0.487923
1618271633.601730,1530877.000,11316,2,EL,1,100,0.487802
1618271633.668804,1530942.000,11335,1,EL,1,100,0.488366
1618271633.735878,1531007.000,11354,2,EL,1,100,0.488245
1618271633.802952,1531072.000,11354,2,EL,1,100,0.487802
1618271633.868994,1531136.000,11372,2,EL,1,100,0.488326
1618271633.935036,1531200.000,11372,2,EL,1,100,0.488527
1618271634.002110,1531265.000,11388,1,EL,1,100,0.488043
1618271634.069185,1531330.000,11407,2,EL,1,100,0.487399
1618271634.136259,1531395.000,11407,2,EL,1,100,0.488124
1618271634.202301,1531459.000,11425,1,EL,1,100,0.486996
1618271634.268859,1531523.500,11443,2,EL,1,100,0.487520
1618271634.335417,1531588.000,11443,2,EL,1,100,0.487560
1618271634.401459,1531652.000,11460,1,EL,1,100,0.487238
1618271634.467501,1531716.000,11478,2,EL,1,100,0.487842
1618271634.533543,1531780.000,11478,2,EL,1,100,0.488003
1618271634.600617,1531845.000,11496,2,EL,1,100,0.487197
1618271634.667691,1531910.000,11496,2,EL,1,100,0.487197
1618271634.735797,1531976.000,11516,1,EL,1,100,0.487761
1618271634.801323,1532039.500,11533,2,EL,1,100,0.487358
1618271634.866850,1532103.000,11533,2,EL,1,100,0.487318
1618271634.932892,1532167.000,11551,1,EL,1,100,0.487238
1618271634.999966,1532232.000,11568,2,EL,1,100,0.487036
1618271635.067040,1532297.000,11568,2,EL,1,100,0.487681
1618271635.133082,1532361.000,11587,2,EL,1,100,0.487479
1618271635.199124,1532425.000,11587,2,EL,1,100,0.487399
1618271635.268262,1532492.000,11605,1,EL,1,100,0.487600
1618271635.334820,1532556.500,11628,2,EL,1,100,0.486674
1618271635.401378,1532621.000,11628,2,EL,1,100,0.487076
1618271635.466388,1532684.000,11644,1,EL,1,100,0.487721
1618271635.532430,1532748.000,11663,2,EL,1,100,0.487157
1618271635.598473,1532812.000,11663,2,EL,1,100,0.487036
1618271635.666579,1532878.000,11681,1,EL,1,100,0.487439
1618271635.732621,1532942.000,11700,2,EL,1,100,0.486714
1618271635.798663,1533006.000,11700,2,EL,1,100,0.486956
1618271635.865737,1533071.000,11718,1,EL,1,100,0.488245
1618271635.932811,1533136.000,11735,2,EL,1,100,0.487479
1618271635.999885,1533201.000,11735,2,EL,1,100,0.488043
1618271636.066443,1533265.500,11753,2,EL,1,100,0.487600
1618271636.133001,1533330.000,11753,2,EL,1,100,0.487399
1618271636.199043,1533394.000,11772,1,EL,1,100,0.488406
1618271636.266633,1533459.500,11789,2,EL,1,100,0.487318
1618271636.334223,1533525.000,11789,2,EL,1,100,0.487802
1618271636.400265,1533589.000,11806,1,EL,1,100,0.487882
1618271636.466823,1533653.500,11824,2,EL,1,100,0.487520
1618271636.533381,1533718.000,11824,2,EL,1,100,0.487681
1618271636.601487,1533784.000,11843,1,EL,1,100,0.488205
1618271636.668046,1533848.500,11862,2,EL,1,100,0.486956
1618271636.734603,1533913.000,11862,2,EL,1,100,0.487882
1618271636.800130,1533976.500,11880,2,EL,1,100,0.487076
1618271636.865656,1534040.000,11880,2,EL,1,100,0.487318
1618271636.932730,1534105.000,11896,1,EL,1,100,0.487358
1618271636.998772,1534169.000,11915,2,EL,1,100,0.487600
1618271637.064814,1534233.000,11915,2,EL,1,100,0.488124
1618271637.130856,1534297.000,11933,1,EL,1,100,0.488003
1618271637.197414,1534361.500,11951,2,EL,1,100,0.487439
1618271637.263973,1534426.000,11951,2,EL,1,100,0.487238
1618271637.330014,1534490.000,11968,1,EL,1,100,0.487439
1618271637.397089,1534555.000,11986,2,EL,1,100,0.487358
1618271637.464163,1534620.000,11986,2,EL,1,100,0.486593
1618271637.532269,1534686.000,12004,1,EL,1,100,0.486956
1618271637.598827,1534750.500,12023,2,EL,1,100,0.487439
1618271637.665385,1534815.000,12023,2,EL,1,100,0.487076
1618271637.731943,1534879.500,12041,2,EL,1,100,0.487157
1618271637.798501,1534944.000,12041,2,EL,1,100,0.486996
1618271637.863511,1535007.000,12058,1,EL,1,100,0.486996
1618271637.931101,1535072.500,12076,2,EL,1,100,0.488003
1618271637.998691,1535138.000,12076,2,EL,1,100,0.487479
1618271638.064733,1535202.000,12095,1,EL,1,100,0.487963
1618271638.131807,1535267.000,12112,2,EL,1,100,0.487842
1618271638.198881,1535332.000,12112,2,EL,1,100,0.487358
1618271638.265955,1535397.000,12130,1,EL,1,100,0.487560
1618271638.331997,1535461.000,12147,2,EL,1,100,0.488124
1618271638.398040,1535525.000,12147,2,EL,1,100,0.486956
1618271638.464598,1535589.500,12166,2,EL,1,100,0.487358
1618271638.531156,1535654.000,12166,2,EL,1,100,0.488285
1618271638.599262,1535720.000,12184,1,EL,1,100,0.487036
1618271638.665304,1535784.000,12202,2,EL,1,100,0.487399
1618271638.731346,1535848.000,12202,2,EL,1,100,0.487802
1618271638.797388,1535912.000,12219,1,EL,1,100,0.488285
1618271638.864462,1535977.000,12238,2,EL,1,100,0.487479
1618271638.931536,1536042.000,12238,2,EL,1,100,0.488406
1618271638.997578,1536106.000,12256,1,EL,1,100,0.487721
1618271639.064136,1536170.500,12275,2,EL,1,100,0.488003
1618271639.130694,1536235.000,12275,2,EL,1,100,0.488769
1618271639.197253,1536299.500,12292,2,EL,1,100,0.487963
1618271639.263811,1536364.000,12292,2,EL,1,100,0.488326
1618271639.328821,1536427.000,12309,1,EL,1,100,0.487681
1618271639.395895,1536492.000,12327,2,EL,1,100,0.487721
1618271639.462969,1536557.000,12327,2,EL,1,100,0.488567
1618271639.529011,1536621.000,12346,1,EL,1,100,0.487076
1618271639.596085,1536686.000,12363,2,EL,1,100,0.488406
1618271639.663159,1536751.000,12363,2,EL,1,100,0.488567
1618271639.729201,1536815.000,12381,1,EL,1,100,0.488043
1618271639.796275,1536880.000,12399,2,EL,1,100,0.487600
1618271639.863349,1536945.000,12399,2,EL,1,100,0.489091
1618271639.929391,1537009.000,12418,1,EL,1,100,0.487923
1618271639.995950,1537073.500,12436,2,EL,1,100,0.488366
1618271640.062508,1537138.000,12436,2,EL,1,100,0.488769
1618271640.128550,1537202.000,12454,2,EL,1,100,0.488446
1618271640.194592,1537266.000,12454,2,EL,1,100,0.488688
1618271640.260634,1537330.000,12470,1,EL,1,100,0.487520
1618271640.327192,1537394.500,12489,2,EL,1,100,0.487882
1618271640.393750,1537459.000,12489,2,EL,1,100,0.488849
1618271640.460824,1537524.000,12507,1,EL,1,100,0.488084
1618271640.526866,1537588.000,12526,2,EL,1,100,0.488849
1618271640.592908,1537652.000,12526,2,EL,1,100,0.488809
1618271640.659982,1537717.000,12548,2,EL,1,100,0.488366
1618271640.727057,1537782.000,12548,2,EL,1,100,0.488527
1618271640.794131,1537847.000,12566,1,EL,1,100,0.488245
1618271640.859657,1537910.500,12584,2,EL,1,100,0.487882
1618271640.925183,1537974.000,12584,2,EL,1,100,0.487761
1618271640.992257,1538039.000,12603,1,EL,1,100,0.488487
1618271641.059331,1538104.000,12620,2,EL,1,100,0.488043
1618271641.126405,1538169.000,12620,2,EL,1,100,0.488608
1618271641.190383,1538231.000,12637,1,EL,1,100,0.488406
1618271641.256941,1538295.500,12655,2,EL,1,100,0.487520
1618271641.323499,1538360.000,12655,2,EL,1,100,0.488326
1618271641.390574,1538425.000,12674,2,EL,1,100,0.487641
1618271641.457648,1538490.000,12674,2,EL,1,100,0.487681
1618271641.523690,1538554.000,12692,1,EL,1,100,0.488245
1618271641.589732,1538618.000,12710,2,EL,1,100,0.488487
1618271641.655774,1538682.000,12710,2,EL,1,100,0.487923
1618271641.722848,1538747.000,12727,1,EL,1,100,0.488487
1618271641.788890,1538811.000,12746,2,EL,1,100,0.488648
1618271641.854932,1538875.000,12746,2,EL,1,100,0.488124
1618271641.924070,1538942.000,12764,1,EL,1,100,0.488809
1618271641.991144,1539007.000,12782,2,EL,1,100,0.488124
1618271642.058218,1539072.000,12782,2,EL,1,100,0.488366
1618271642.123228,1539135.000,12800,1,EL,1,100,0.488648
1618271642.188239,1539198.000,12817,2,EL,1,100,0.488567
1618271642.253249,1539261.000,12817,2,EL,1,100,0.488890
1618271642.319807,1539325.500,12835,2,EL,1,100,0.488688
1618271642.386365,1539390.000,12835,2,EL,1,100,0.488487
1618271642.453439,1539455.000,12854,1,EL,1,100,0.488728
1618271642.519481,1539519.000,12871,2,EL,1,100,0.488205
1618271642.585523,1539583.000,12871,2,EL,1,100,0.488648
1618271642.652597,1539648.000,12889,1,EL,1,100,0.489373
1618271642.719155,1539712.500,12907,2,EL,1,100,0.488769
1618271642.785713,1539777.000,12907,2,EL,1,100,0.488487
1618271642.851756,1539841.000,12926,2,EL,1,100,0.488849
1618271642.917798,1539905.000,12926,2,EL,1,100,0.488124
1618271642.985904,1539971.000,12944,1,EL,1,100,0.488124
1618271643.052462,1540035.500,12962,2,EL,1,100,0.488406
1618271643.119020,1540100.000,12962,2,EL,1,100,0.488608
1618271643.184030,1540163.000,12978,1,EL,1,100,0.488487
1618271643.251104,1540228.000,12997,2,EL,1,100,0.488890
1618271643.318178,1540293.000,12997,2,EL,1,100,0.488930
1618271643.386284,1540359.000,13015,1,EL,1,100,0.488608
1618271643.452326,1540423.000,13033,2,EL,1,100,0.488648
1618271643.518368,1540487.000,13033,2,EL,1,100,0.488245
1618271643.585442,1540552.000,13050,1,EL,1,100,0.488285
1618271643.652000,1540616.500,13069,2,EL,1,100,0.489010
1618271643.718559,1540681.000,13069,2,EL,1,100,0.489212
